,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
195,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2025-08-04 16:56:09.000000,2025-07-30 07:05:11,3626.0,54.0,861.0,80.0,4015.0,136.0,993.0,7966.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",264.0,30,True,2025-07-29 03:34:35.000,1.4.19,199.0,,bentoml,,,,,2796.0,2754.0,https://pypi.org/project/bentoml,2025-07-29 03:34:35.000,42.0,,,,9.0,,,,,2.0,313.0,,,,,,,,,,,,,,,,,,
196,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-08-04 20:05:26.000000,2024-11-13 18:39:43,1380.0,,889.0,157.0,1740.0,154.0,865.0,7512.0,An open source python library for automated feature engineering.,75.0,30,True,2024-05-14 18:59:58.000,1.31.0,106.0,,featuretools,conda-forge/featuretools,,,,2176.0,2102.0,https://pypi.org/project/featuretools,2024-05-14 18:59:58.000,74.0,https://anaconda.org/conda-forge/featuretools,2025-04-22 14:56:57.460,260890.0,4207.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
197,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2025-04-22 14:58:03.026000,2023-08-06 00:30:36,2944.0,,1811.0,192.0,206.0,13.0,1343.0,6305.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,30,False,2020-04-24 19:04:45.487,0.10.1,37.0,,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1780.0,1762.0,https://pypi.org/project/tensorpack,2021-01-22 19:59:12.425,18.0,https://anaconda.org/conda-forge/tensorpack,2025-04-22 14:58:03.026,14136.0,308.0,,,,,3.0,190.0,,,,,,,,,,,,,,,,,,
198,ClearML,allegroai/clearml,ml-experiments,,https://github.com/clearml/clearml,https://github.com/clearml/clearml,Apache-2.0,2019-06-10 08:18:32.000,2025-08-05 11:19:56.000000,2025-08-05 11:19:50,2549.0,32.0,701.0,93.0,295.0,505.0,638.0,6202.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",104.0,30,True,2025-07-10 12:01:40.000,2.0.2,184.0,clearml/clearml,clearml,,allegroai/trains,,,1950.0,1876.0,https://pypi.org/project/clearml,2025-07-24 12:15:51.000,74.0,,,,467.0,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,31134.0,2.0,3349.0,,,,,,,,,,,,,,,,,,
199,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-08-07 13:37:59.000000,2025-08-07 13:36:27,1119.0,4.0,394.0,81.0,567.0,66.0,472.0,6088.0,A scikit-learn compatible neural network library that wraps PyTorch.,67.0,30,True,2025-01-10 13:04:37.000,1.1.0,21.0,,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1816.0,1722.0,https://pypi.org/project/skorch,2025-01-10 13:01:10.000,94.0,https://anaconda.org/conda-forge/skorch,2025-04-22 14:56:55.090,804625.0,13637.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
200,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2025-06-19 23:52:23.000000,2025-06-19 23:52:23,1661.0,1.0,876.0,116.0,544.0,148.0,348.0,5051.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,112.0,30,True,2025-01-26 16:02:43.000,0.23.4,55.0,,mlxtend,conda-forge/mlxtend,,,['sklearn'],20926.0,20729.0,https://pypi.org/project/mlxtend,2025-01-26 16:02:43.000,197.0,https://anaconda.org/conda-forge/mlxtend,2025-04-22 14:56:38.886,388886.0,6375.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
201,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2025-07-30 13:23:12.000000,2025-07-30 13:23:11,1029.0,24.0,922.0,90.0,258.0,156.0,716.0,4933.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",56.0,30,True,2025-07-04 16:37:38.000,88,76.0,,opencv-python,,,,,624093.0,610264.0,https://pypi.org/project/opencv-python,2025-07-07 09:13:31.000,13829.0,,,,,,,,,2.0,,,,,,,,,,,-7.0,,,,,,,,
202,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2025-08-05 20:21:17.000000,2025-07-15 18:35:15,1373.0,5.0,322.0,41.0,535.0,123.0,257.0,4472.0,Lightning fast forecasting with statistical and econometric models.,53.0,30,True,2025-07-05 11:02:18.000,2.0.2,40.0,,statsforecast,conda-forge/statsforecast,,,,1893.0,1813.0,https://pypi.org/project/statsforecast,2025-07-05 11:02:18.000,80.0,https://anaconda.org/conda-forge/statsforecast,2025-04-22 14:58:12.826,199305.0,4861.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
203,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/stumpy-dev/stumpy,https://github.com/stumpy-dev/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2025-07-13 12:46:54.000000,2025-07-13 12:45:58,1389.0,9.0,335.0,58.0,254.0,74.0,467.0,3970.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,40.0,30,True,2024-07-09 04:43:23.000,1.13.0,29.0,stumpy-dev/stumpy,stumpy,conda-forge/stumpy,,,,1589.0,1559.0,https://pypi.org/project/stumpy,2024-07-09 04:21:56.000,30.0,https://anaconda.org/conda-forge/stumpy,2025-04-22 14:57:05.227,1115540.0,17992.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
204,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2025-08-07 12:54:28.000000,2025-08-07 12:54:28,3206.0,54.0,847.0,74.0,1207.0,302.0,778.0,3013.0,Python Library for Causal and Probabilistic Modeling using Bayesian Networks.,168.0,30,True,2025-03-31 18:26:31.000,1.0.0,27.0,,pgmpy,,,,,1773.0,1701.0,https://pypi.org/project/pgmpy,2025-03-31 17:39:00.000,72.0,,,,10.0,,,,,1.0,656.0,,,,,,,,,,,,,,,,,,
205,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2025-07-29 15:01:30.000000,2025-07-29 15:01:30,1079.0,5.0,505.0,56.0,159.0,359.0,175.0,2968.0,A high performance implementation of HDBSCAN clustering.,97.0,30,True,2024-11-18 16:14:10.000,0.8.40,57.0,,hdbscan,conda-forge/hdbscan,,,['sklearn'],7818.0,7466.0,https://pypi.org/project/hdbscan,2024-11-18 16:14:10.000,352.0,https://anaconda.org/conda-forge/hdbscan,2025-04-22 14:56:25.731,2633251.0,45400.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
206,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2025-08-07 14:49:46.000000,2025-08-06 17:12:30,2387.0,53.0,710.0,71.0,3047.0,323.0,733.0,2703.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",239.0,30,True,2025-08-06 17:08:37.000,2.8.0,43.0,,torchaudio,,,,['pytorch'],2161.0,,https://pypi.org/project/torchaudio,2025-08-06 14:58:32.000,2161.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
207,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2025-06-19 04:42:32.000000,2025-03-24 01:18:35,980.0,,402.0,38.0,159.0,42.0,259.0,2453.0,A library of sklearn compatible categorical variable encoders.,71.0,30,True,2025-03-15 16:16:43.000,2.8.1,36.0,,category_encoders,conda-forge/category_encoders,,,['sklearn'],4371.0,4062.0,https://pypi.org/project/category_encoders,2025-03-15 16:17:21.000,309.0,https://anaconda.org/conda-forge/category_encoders,2025-04-22 14:56:25.923,336577.0,7316.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
208,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2025-08-01 14:14:21.000000,2025-08-01 14:14:21,1387.0,11.0,341.0,22.0,56.0,41.0,203.0,2420.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,23.0,30,True,2025-06-03 18:37:59.000,0.5.1,93.0,,explainerdashboard,conda-forge/explainerdashboard,,,,657.0,642.0,https://pypi.org/project/explainerdashboard,2025-06-03 18:37:59.000,15.0,https://anaconda.org/conda-forge/explainerdashboard,2025-06-04 05:04:12.004,70798.0,1264.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
209,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2025-07-28 14:41:32.079000,2025-07-27 20:13:19,897.0,5.0,363.0,81.0,170.0,220.0,152.0,2381.0,An interactive data visualization tool which brings matplotlib graphics to the browser using D3.,54.0,30,True,2025-07-27 20:12:56.377,0.5.11,20.0,,mpld3,conda-forge/mpld3,,,,7711.0,7536.0,https://pypi.org/project/mpld3,2025-07-27 20:10:28.000,164.0,https://anaconda.org/conda-forge/mpld3,2025-07-28 14:41:32.079,248719.0,5263.0,,,,,2.0,,mpld3,https://www.npmjs.com/package/mpld3,2025-07-27 20:12:56.377,11.0,1252.0,,,,,,,,,,,,,
210,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2025-08-07 11:37:04.000000,2025-08-07 03:58:05,2748.0,235.0,542.0,36.0,3029.0,410.0,158.0,2307.0,Pytorch domain library for recommendation systems.,376.0,30,True,2025-06-06 17:00:58.000,1.2.0,77.0,,torchrec-nightly-cpu,,,,,233.0,233.0,https://pypi.org/project/torchrec-nightly-cpu,2022-05-12 18:55:21.000,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
211,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2025-08-07 13:26:45.000000,2025-08-07 13:26:10,5163.0,336.0,53.0,208.0,642.0,151.0,559.0,1683.0,Multiplatform plotting library based on the Grammar of Graphics.,21.0,30,True,2025-07-17 16:20:19.000,4.7.0,91.0,,lets-plot,,,,,204.0,189.0,https://pypi.org/project/lets-plot,2025-07-17 16:18:29.000,15.0,,,,47.0,,,,,2.0,3309.0,,,,,,,,,,,,,,,,,,
212,Coqui TTS,idiap/coqui-ai-TTS,audio,,https://github.com/idiap/coqui-ai-TTS,https://github.com/idiap/coqui-ai-TTS,MPL-2.0,2023-10-31 10:39:03.000,2025-07-18 11:09:47.000000,2025-07-18 11:09:41,5139.0,75.0,211.0,26.0,150.0,27.0,127.0,1681.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",191.0,30,True,2025-07-14 13:59:56.000,0.27.0,16.0,,coqui-tts,,,,"['pytorch', 'tensorflow']",753.0,724.0,https://pypi.org/project/coqui-tts,2025-07-14 13:59:56.000,29.0,,,,193.0,,,,,2.0,3102.0,,,,,,,,,,,,,,,,,,
213,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2025-04-22 14:56:32.225000,2018-10-12 15:53:05,1251.0,,286.0,49.0,160.0,114.0,220.0,1638.0,Python Geocoder.,75.0,30,False,2021-12-15 15:58:16.110,1.1.4,110.0,,geocoder,conda-forge/geocoder,,,,16098.0,15886.0,https://pypi.org/project/geocoder,2021-12-15 15:58:16.110,212.0,https://anaconda.org/conda-forge/geocoder,2025-04-22 14:56:32.225,170698.0,21337.0,,,,,3.0,,,,,,,,,,,,,,,geocoder,,,,
214,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2025-07-19 17:52:18.000000,2025-07-19 17:52:12,1882.0,1.0,200.0,31.0,216.0,26.0,408.0,1457.0,The ctypes-based simple ImageMagick binding for Python.,109.0,30,True,2023-11-04 01:41:17.000,0.6.13,56.0,,wand,conda-forge/wand,,,,21394.0,21137.0,https://pypi.org/project/wand,2023-11-03 23:18:50.000,257.0,https://anaconda.org/conda-forge/wand,2025-04-22 14:57:10.980,154992.0,2790.0,,,,,2.0,51692.0,,,,,,,,,,,,,,,,,,
215,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2025-08-04 18:31:48.000000,2025-08-02 14:36:51,1673.0,15.0,172.0,16.0,905.0,112.0,470.0,1441.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,110.0,30,True,2025-03-07 00:16:27.000,0.31.0,67.0,,pyjanitor,conda-forge/pyjanitor,,,,1015.0,973.0,https://pypi.org/project/pyjanitor,2025-03-07 00:16:23.000,42.0,https://anaconda.org/conda-forge/pyjanitor,2025-04-22 14:56:48.797,280955.0,4459.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
216,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2025-08-01 20:43:58.011000,2025-02-06 17:53:01,4399.0,,310.0,76.0,680.0,20.0,640.0,1410.0,PySAL: Python Spatial Analysis Library Meta-Package.,79.0,30,True,2025-07-31 16:44:02.000,25.07,44.0,,pysal,conda-forge/pysal,,,,1888.0,1823.0,https://pypi.org/project/pysal,2025-07-31 16:44:06.000,65.0,https://anaconda.org/conda-forge/pysal,2025-08-01 20:43:58.011,660328.0,10825.0,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,
217,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2025-08-06 16:55:39.000000,2025-08-01 11:45:24,804.0,28.0,113.0,24.0,674.0,388.0,536.0,1227.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",51.0,30,True,2025-08-01 12:30:10.000,0.12.0a1,86.0,,hvplot,conda-forge/hvplot,,,,7533.0,7271.0,https://pypi.org/project/hvplot,2025-08-01 12:07:04.000,262.0,https://anaconda.org/conda-forge/hvplot,2025-08-03 13:01:58.465,811063.0,13081.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
218,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2025-08-06 03:48:47.000000,2025-08-06 03:48:45,1570.0,8.0,154.0,40.0,134.0,4.0,646.0,1188.0,A Python data analysis library that is optimized for humans instead of machines.,55.0,30,True,2025-01-29 06:24:06.000,1.13.0,38.0,,agate,conda-forge/agate,,,,5202.0,5148.0,https://pypi.org/project/agate,2025-01-29 06:24:06.000,54.0,https://anaconda.org/conda-forge/agate,2025-04-22 14:56:31.741,356369.0,6987.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
219,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2025-08-04 19:14:57.000000,2025-07-28 19:25:20,592.0,4.0,104.0,34.0,80.0,72.0,84.0,969.0,Describing statistical models in Python using symbolic formulas.,22.0,30,True,2024-11-12 14:10:52.000,1.0.1,15.0,,patsy,conda-forge/patsy,,,,127766.0,127233.0,https://pypi.org/project/patsy,2024-11-12 14:10:52.000,533.0,https://anaconda.org/conda-forge/patsy,2025-04-22 14:56:26.344,17357767.0,369314.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
220,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,ICU,2018-08-02 17:56:45.000,2025-08-07 13:28:00.000000,2025-08-07 13:27:58,19591.0,317.0,5647.0,428.0,6571.0,122.0,4241.0,35093.0,AIs query engine - Platform for building AI that can answer questions over large scale federated data. - The only MCP..,877.0,29,False,2025-07-29 11:39:55.000,25.7.4.0,550.0,,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,2025-07-29 11:40:50.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
221,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3568.0,471.0,671.0,590.0,672.0,16375.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,29,False,2020-06-17 16:31:34.798,1.15.7,79.0,,tensor2tensor,,,,['tensorflow'],1570.0,1556.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:31:34.798,14.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
222,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2025-07-28 20:15:58.000000,2024-10-17 22:52:09,3861.0,,1193.0,193.0,2871.0,45.0,1038.0,11553.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",156.0,29,True,2024-07-30 00:29:49.000,0.10.4,56.0,,ludwig,,,,['tensorflow'],332.0,326.0,https://pypi.org/project/ludwig,2024-07-30 00:29:49.000,6.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
223,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1137.0,339.0,1683.0,523.0,1294.0,11202.0,Turi Create simplifies the development of custom machine learning models.,88.0,29,False,2020-09-30 22:51:40.000,6.4.1,31.0,,turicreate,,,,,401.0,396.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,5.0,,,,128.0,,,,,3.0,11848.0,,,,,,,,,,,,,,,,,,
224,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2091.0,281.0,3400.0,51.0,1494.0,10611.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,29,False,2023-06-06 20:46:16.091,1.7.2,25.0,,parlai,,,,['pytorch'],282.0,273.0,https://pypi.org/project/parlai,2023-06-06 20:46:16.091,9.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
225,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2025-07-15 05:50:57.000000,2025-04-13 12:43:52,35229.0,,1996.0,195.0,5884.0,49.0,3393.0,9763.0,Perform data science on data that remains in someone elses server.,516.0,29,True,2025-02-13 11:13:19.000,0.9.5,332.0,,syft,,,,['pytorch'],6.0,1.0,https://pypi.org/project/syft,2025-04-13 12:44:04.000,5.0,,,,105.0,,,,,1.0,2115.0,,,,,,,,,,,,,,,,,,
226,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2025-06-10 02:26:07.000000,2024-12-25 06:44:36,2948.0,,1697.0,91.0,1713.0,21.0,2170.0,9133.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",131.0,29,True,2024-11-05 11:28:52.000,2.10.0,20.0,,paddleseg,,,,['paddle'],1465.0,1458.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,7.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
227,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2025-07-13 18:34:50.000000,2025-07-13 18:34:48,571.0,1.0,1230.0,169.0,451.0,70.0,476.0,8893.0,Automatic extraction of relevant features from time series:.,99.0,29,True,2025-02-16 16:10:09.000,0.21.0,33.0,,tsfresh,conda-forge/tsfresh,,,['sklearn'],121.0,21.0,https://pypi.org/project/tsfresh,2025-02-16 16:10:09.000,100.0,https://anaconda.org/conda-forge/tsfresh,2025-04-22 14:56:43.035,1471768.0,23361.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
228,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2025-07-09 15:30:54.000000,2025-07-09 15:30:54,2513.0,1.0,987.0,200.0,2347.0,261.0,852.0,8833.0,Deep universal probabilistic programming with Python and PyTorch.,161.0,29,True,2024-06-02 00:37:37.000,1.9.1,36.0,,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],186.0,,https://pypi.org/project/pyro-ppl,2024-06-02 00:37:37.000,186.0,https://anaconda.org/conda-forge/pyro-ppl,2025-04-22 14:57:47.967,256827.0,4845.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
229,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2025-07-24 15:58:42.000000,2025-07-24 15:57:29,413.0,10.0,1576.0,132.0,196.0,6.0,383.0,8354.0,A Python implementation of global optimization with gaussian processes.,52.0,29,True,2025-07-24 15:58:42.000,3.1.0,25.0,bayesian-optimization/BayesianOptimization,bayesian-optimization,,,,,4050.0,3859.0,https://pypi.org/project/bayesian-optimization,2025-07-24 15:58:42.000,191.0,,,,1.0,,,,,2.0,177.0,,,,,,,,,,,,,,,,,,
230,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2025-08-06 14:23:14.000000,2023-04-18 11:08:13,2759.0,,1289.0,213.0,729.0,201.0,831.0,7921.0,Automated Machine Learning with scikit-learn.,88.0,29,False,2023-02-13 12:35:21.000,0.15.0,42.0,,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],742.0,708.0,https://pypi.org/project/auto-sklearn,2022-09-20 10:32:07.471,34.0,https://anaconda.org/conda-forge/auto-sklearn,2025-04-22 14:57:49.654,34018.0,654.0,,,,,2.0,68.0,,,,,,,,,,,,,,,,,,
231,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2025-08-07 00:41:16.000000,2025-07-25 14:39:27,32643.0,18.0,2023.0,380.0,6986.0,2909.0,6727.0,7252.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",281.0,29,True,,,157.0,,h2o,,,,,164.0,99.0,https://pypi.org/project/h2o,2025-03-27 20:59:49.000,65.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
232,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2025-06-16 17:54:32.000000,2025-06-06 18:56:11,889.0,3.0,1289.0,141.0,530.0,48.0,572.0,7025.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,87.0,29,True,2024-12-20 18:36:46.000,0.13.0,39.0,,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],476.0,,https://pypi.org/project/imbalanced-learn,2024-12-20 16:50:20.000,476.0,https://anaconda.org/conda-forge/imbalanced-learn,2025-04-22 14:56:42.907,722984.0,11661.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
